"1772703_at","YML098W",-0.38,-0.07,-0.38,-0.06,-0.34,0.1,-0.1,-0.3,-0.2,0.16,-0.47,0.16,-0.22,-0.27,-0.3,-0.14,0.08,-0.22,-0.03,0.15,0.11,0.1,0.07,0.12,0.28,0.21,0.01,0.14,0.32,-0.03,-0.04,0.19,0.08,0.24,0.38,0.29,0.18,0.03,-0.03,0.06,0.42,0.37,0.21,0.79,0.26,0.26,0.53,-0.18,0.77,0.85,1.26,0.48,1.1,-0.18,0.01,-0.14,1.23,0.93,-0.23,-0.3,-0.17,-0.51,-0.18,-0.38,-0.09,-0.36,-0.15,-0.04,-0.51,0.16,-0.56,-0.58,0.04,-0.22,-0.17,-0.07,-0.22,0.4,-0.42
"1772552_at","YDL064W",-0.29,-0.81,-0.43,-0.3,-0.03,-0.04,0.25,-0.27,-0.04,-0.01,-0.4,-0.25,-0.22,-0.43,-0.09,-0.27,-0.03,-0.25,-0.32,-0.32,-0.03,-0.45,0.11,0.24,0.06,0.19,0.04,0.21,0.11,-0.22,-0.3,-0.04,0.1,0.23,0.39,0.48,0.29,-0.1,-0.2,-0.03,-0.09,0.38,0.19,-0.64,-0.1,-0.25,0.15,-0.3,0.83,0.97,1.65,1.38,1.08,0.01,0.34,-0.3,1.64,1.34,-0.18,-0.92,-0.89,-0.76,-0.38,-0.12,-0.29,-0.36,-0.34,-0.62,-0.6,0.06,-0.25,-0.38,-0.06,-0.29,-0.34,-0.62,-0.58,-0.79,-1.6
"1772331_at","YER016W",0.03,-0.4,0.1,-0.07,0.28,0.3,0.15,-0.15,-0.36,-0.25,0.18,0.1,-0.03,0.01,0.15,-0.09,0.06,-0.23,-0.86,-0.62,-0.56,-0.47,-0.3,-0.4,-0.17,-0.06,-0.23,-0.2,-0.27,-0.06,-0.18,-0.27,-0.62,-0.17,0.38,-0.09,-0.29,-0.79,-0.04,0.33,0.34,-0.06,-0.64,-0.27,0.43,0.33,0.54,-0.12,0.96,0.93,1.55,1.32,1.09,-0.18,0.28,0.04,1.49,1.2,-0.29,-0.14,-0.36,-0.25,-0.2,-0.25,0.1,0.01,-0.29,-0.43,-0.3,0.32,-0.84,-0.94,-0.03,0.12,0.44,-0.17,-0.03,-0.07,-0.36
"1769336_at","YNL126W",-1.03,-0.92,-0.32,0.12,0.51,0.31,0.36,0.18,-0.43,-0.76,-0.67,-0.34,0.29,0.41,0.48,0.75,-0.34,-0.42,-1.09,-0.81,-0.74,-0.25,0.04,0.29,0.36,0.2,-0.18,-0.14,-0.3,-0.43,-0.86,-0.71,-0.04,-0.15,-0.45,-0.22,-0.27,-0.17,-0.15,-0.1,-0.27,-0.62,-0.45,0.11,-1.06,-0.51,-0.58,-0.2,1.03,1.41,2.04,1.6,2.13,-0.84,0.14,0.06,1.69,1.86,0.25,-0.2,-0.86,-0.71,-0.17,-0.1,-0.42,-0.84,-1.29,-0.6,0.49,0.54,-0.67,-0.64,0.04,0.01,-0.29,-0.36,-0.54,-0.76,-1.18
"1777099_at","YLR191W",-0.29,0.08,-0.07,-0.07,-0.17,-0.22,0.11,-0.22,0.01,-0.09,-0.04,-0.1,0.06,-0.27,-0.09,-0.14,-0.67,-0.15,-0.58,-0.3,-0.12,0.11,-0.17,0.07,0.04,0.06,0.25,0.11,-0.25,0.21,0.28,0.14,0.04,0.53,0.33,0.38,0.37,0.52,0.48,0.57,0.34,0.41,-0.01,-0.29,0.41,0.07,0.2,-0.03,0.57,0.88,1.12,1.1,1.54,-0.2,0.23,0.4,0.96,1.26,-0.09,-0.03,0.21,0.07,-0.09,0.26,-0.2,-0.43,-0.22,-0.42,-0.22,0.4,0.01,0.42,0.12,-0.01,0.19,-0.25,-0.38,0.38,0.48
"1772907_at","YNR034W",-0.54,0.56,-0.4,-0.06,-0.32,0.08,-0.32,-0.49,-0.43,-0.14,-0.71,-0.25,-0.34,-0.43,-0.67,-0.49,-0.23,-0.29,0.98,0.12,-0.49,-0.06,-0.58,-0.43,-0.3,-0.03,-0.17,-0.27,-0.09,0.19,0.44,0.5,-0.14,0.12,-0.23,0.59,-0.09,-0.04,0.18,0.46,0.1,0.1,-0.01,0.19,-0.01,0.1,-0.01,-0.23,-0.17,0.7,3.38,3.22,4.55,-1.09,2.72,3.77,0.46,-0.17,-0.01,1.54,0.74,0.11,0.01,0.07,-0.15,0.26,-0.09,-0.36,-0.43,0.64,0.37,0.71,-0.17,-0.36,-0.43,-0.4,-0.47,1.5,0.23
"1777366_at","YIL045W",-0.56,-0.14,-0.27,-0.69,0.73,-0.25,-0.58,-0.3,-0.38,0.11,-0.27,-0.15,-0.17,-0.32,-0.62,-0.23,-0.54,-0.3,2.04,0.39,-0.25,-0.62,-0.76,-0.42,-0.29,-0.34,-0.38,-0.49,-0.38,-0.29,-0.25,-0.4,-0.29,0.07,0.06,-0.06,-0.01,-0.01,0.1,0.12,-0.14,-0.18,0.08,0.55,0.45,0.29,0.42,-0.04,0.2,0.55,2.26,2.24,2.7,-0.25,1.33,1.62,1.1,-0.01,-0.04,0.2,0.11,-0.25,-0.14,-0.12,-0.34,0.23,-0.12,-0.1,-0.09,0.19,-0.29,-0.36,-0.03,-0.17,-0.1,-0.25,-0.25,0.63,0.19
"1775463_at","YKR002W",0.1,0.5,0.11,0.58,0.01,0.14,0.01,0.04,0.11,-0.09,0.23,0.08,0.06,-0.07,0.06,0.37,-0.3,0.08,0.01,-0.01,-0.17,-0.25,-0.34,-0.18,-0.3,-0.17,0.04,0.14,0.03,0.18,0.11,-0.07,-0.27,-0.15,-0.36,-0.15,-0.4,-0.3,-0.09,-0.29,-0.23,-0.22,-0.22,-0.43,0.12,-0.22,-0.18,-0.22,0.34,0.67,1.76,1.39,1.38,-0.43,1.14,0.67,0.4,0.5,-0.12,-0.03,0.07,-0.3,-0.17,-0.36,-0.03,-0.22,-0.09,-0.25,-0.04,-0.51,-0.18,0.07,-0.62,0.08,0.14,-0.29,-0.2,0.26,-0.04
"1771887_at","YMR125W",-0.23,0.38,-0.18,-0.49,-0.15,-0.4,-0.09,-0.38,-0.18,-0.23,-0.18,-0.04,0.04,0.9,-0.45,-0.09,-0.62,-0.12,-0.6,-0.51,-0.54,0.07,-0.09,-0.03,-0.12,-0.18,0.18,-1.47,-0.1,-0.03,-0.03,-0.07,-0.06,-0.06,-0.34,-0.32,-0.22,-0.01,-0.25,-0.12,-0.17,-0.34,-0.76,-0.12,-0.07,-0.4,-0.32,-0.18,0.06,2.3,2.9,2.7,2.88,-2.56,0.21,-0.45,0.52,1.54,-0.51,-0.86,-0.49,-0.25,-0.74,-1.36,-0.79,-0.34,-0.69,-0.86,0.14,0.16,-1.36,-0.09,0.06,-0.14,-0.2,-0.36,-0.3,-0.6,-1.06
"1777752_at","YDL080C",-0.43,0.12,-0.54,-0.36,-0.81,-0.12,-0.62,-0.1,-0.15,-0.15,-0.27,-0.34,-0.38,-0.3,-0.54,0.03,-0.17,-0.03,-0.01,0.2,0.21,0.26,0.08,0.11,0.19,0.01,-0.12,-0.04,0.1,0.01,0.1,0.11,-0.27,-0.07,-0.22,-0.14,-0.36,-0.17,-0.29,-0.23,-0.23,0.11,-0.23,0.53,-0.06,-0.29,-0.38,-0.3,0.63,0.79,2.56,2.09,1.58,-1.4,0.37,-0.22,1.03,1.6,-0.38,-0.56,-0.27,-0.34,-0.15,-0.71,-0.09,-0.27,0.16,-0.54,0.28,0.12,-0.34,-0.43,-0.29,0.58,0.08,-0.18,-0.49,-0.04,-0.22
"1779003_at","YFR028C",-0.64,-0.76,-0.92,-0.6,-0.69,0.04,-0.23,-0.27,-0.03,0.07,-0.32,-0.36,-0.18,-0.27,-0.15,-0.04,-0.38,-0.1,-0.92,-0.09,0.65,-0.4,-0.14,0.03,-0.17,0.33,0.26,0.28,0.3,-0.06,-0.03,0.07,-1.09,-0.15,-0.34,-0.27,-0.32,-0.2,-0.07,1.6,-0.03,-1.64,-0.49,0.23,-1.15,-0.38,-1.06,-0.32,1.3,1.95,2.67,2.54,3.28,-1.03,0.86,0.82,1.96,2.49,-0.23,-0.25,-0.29,-0.25,0.28,-0.01,-0.2,-0.47,-0.23,-0.22,-0.22,0.07,-0.74,-0.18,-0.04,-0.18,-0.1,-0.2,-0.47,-0.06,-1.22
"1770816_at","YML065W",-0.54,-0.74,-0.86,-0.62,0.11,-0.07,0.38,0.11,0.16,0.18,-0.36,-0.25,-0.2,-0.25,0.26,0.08,0.26,0.1,-1.18,-0.67,-0.6,-0.56,-0.12,0.06,-0.18,0.06,0.2,0.3,-0.32,0.11,-0.45,-0.32,-0.49,-0.64,-0.1,0.31,0.06,-0.06,-0.69,-0.6,-0.09,0.07,-0.25,-0.71,-0.49,-0.94,-0.56,-0.47,0.21,1.51,2.84,2.68,2.53,-1.4,0.77,0.55,1.24,1.78,-0.12,-0.34,-0.1,-0.47,-0.15,0.08,-0.54,-0.34,-0.45,-0.54,-0.01,0.45,-0.69,0.16,-0.14,-0.2,-0.15,-0.36,-0.43,-0.3,-1.03
"1774858_at","YFR023W",-0.25,0.4,0.16,-0.56,-0.06,-0.69,-0.09,0.01,0.24,-0.38,-0.4,-0.42,-0.34,-0.32,0.06,-0.47,-0.12,-0.15,0.06,-0.62,-0.64,-0.32,-0.6,0.06,-0.45,-0.74,-0.76,-1.43,-0.01,-1.32,-1.43,-0.84,0.44,0.37,0.08,-0.49,-0.76,-0.6,-0.47,0.67,-0.2,-0.27,-0.27,-0.1,-0.6,-0.29,-0.58,-0.58,-0.38,4.13,4.29,4.57,5.65,-4.64,1.49,1.3,0.26,3.03,1.24,-0.04,0.03,0.28,-1,0.06,-1.06,-0.56,-0.29,-0.92,0.56,0.74,0.51,0.23,-0.69,0.24,0.1,-0.45,-0.27,0.5,0.44
"1777679_at","YDR263C",0.03,-0.2,0.23,0.11,0.1,-0.1,0.3,0.06,0.06,-0.15,0.42,0.25,0.16,-0.04,0.32,-0.04,0.23,0.2,-0.67,-0.14,-0.58,-0.43,-0.15,-0.32,-0.42,-0.45,-0.36,-0.49,-0.47,-0.17,-0.43,-0.43,-0.38,-0.12,0.19,0.03,-0.14,-0.15,-0.43,-0.06,-0.2,-0.42,-0.45,0.01,-0.12,-0.34,-0.36,-0.79,0.89,2,3.13,3.48,2.49,-1.06,1.5,1.3,2.17,1.42,-0.12,-0.36,-0.27,0.53,-0.06,0.59,-0.12,0.07,-0.25,-0.62,0.2,0.77,0.11,-0.32,-0.38,-0.32,-0.14,-0.1,-0.22,0.18,0.08
"1778756_at","YLR045C",-1.32,-0.45,-0.79,-0.06,-0.07,0.15,0.29,-0.1,-0.3,-0.42,-0.54,-0.04,-0.12,0.03,0.31,0.45,-0.25,-0.12,-0.64,-0.84,-0.58,-0.62,-0.2,0.2,0.45,0.41,0.21,0.44,0.03,0.31,0.08,-0.25,-0.36,-0.12,0.01,0.44,-0.23,-0.56,-0.62,-0.4,0.53,-0.25,-0.18,-0.47,-0.54,-0.64,-0.64,-0.14,1.82,3.06,4.28,3.7,4.06,-1.29,1.54,1.08,2.62,2.3,0.03,-0.07,-0.27,0.04,0.16,0.42,-0.51,-0.45,-0.32,-0.12,0.11,0.18,0.23,0.01,0.12,0.04,0.14,0.01,-0.07,-0.47,-0.64
"1770300_at","YNL225C",-0.81,-0.2,-0.43,0.15,-0.42,-0.23,-0.56,-0.49,-0.51,-0.22,-0.36,0.32,-0.15,-0.79,-0.97,-0.27,-0.76,-0.45,-0.17,-1,0.36,-0.15,0.06,-0.15,-0.07,-0.06,-0.27,-0.56,0.15,-0.43,-0.56,-0.36,0.11,0.59,0.69,-0.15,-0.42,-0.58,-0.17,-0.07,-0.22,-0.64,-0.67,0.32,-0.04,-0.36,-0.45,-0.42,0.96,2.81,4.39,3.49,4.31,-1.69,1.35,1.01,1.86,1.69,-0.12,-0.4,-0.17,-0.97,-1.06,0.4,-0.38,0.5,-0.42,-0.18,-0.22,0.5,-0.27,-0.32,-0.2,-0.4,0.04,-0.27,-0.1,0.39,-0.64
"1769740_at","YDR118W",-0.92,-0.6,-0.69,-0.38,-0.71,-0.23,-0.69,-0.09,-0.17,-0.23,-0.22,-0.15,-0.47,-0.43,-0.84,-0.03,-0.6,-0.3,-0.01,-0.04,0.23,-0.62,-0.12,-0.2,0.33,-0.23,-0.36,-0.34,-0.12,-0.43,-0.45,-0.12,-0.64,-0.2,-0.2,-0.62,-0.69,-0.54,-0.89,0.23,-0.6,-1,-0.67,0.33,-0.6,-0.94,-0.69,-0.17,1.36,1.98,3.77,3.73,4,-1.29,1.08,0.85,2.16,2.51,1.34,0.11,0.36,-0.29,-0.07,-0.49,-0.2,-0.36,-0.45,-0.32,-0.18,0.08,-0.29,-0.71,-0.84,-0.42,0.4,-0.14,-0.47,0.88,0.1
"1775413_at","YDR113C",-0.84,-0.58,0.2,0.15,0.42,0.42,0.21,-0.04,-0.34,-0.67,-0.34,-0.01,0.25,0.11,0.3,-0.07,0.01,-0.17,-0.74,-1,-0.51,-0.69,0.03,0.14,0.42,0.38,0.06,-0.32,-0.14,-0.25,-0.47,-0.56,-1.4,-0.18,1.16,0.43,-0.27,-1.47,-0.36,0.52,0.74,0.19,-0.49,-0.51,-0.2,-0.15,0.16,-0.3,2.37,3.5,4.3,3.55,3.13,-1.06,0.71,-0.56,3.76,3.51,0.12,-0.23,-0.14,-0.32,-0.15,0.91,-0.62,-0.27,-0.27,-0.56,-0.04,0.26,-0.3,0.06,-0.1,-0.03,0.25,-0.29,-0.18,0.39,-0.06
"1777325_at","YDR446W",0.01,-0.07,0.01,-0.36,-0.07,-0.47,-0.14,0.1,-0.07,-0.01,-0.23,-0.29,-0.06,-0.4,-0.29,-0.29,-0.07,-0.25,-0.71,-0.6,-0.4,-0.58,-0.4,-0.23,-0.36,-0.36,-0.42,-0.43,-0.1,-0.51,-0.71,-0.71,-0.71,-0.29,-0.3,-0.29,-0.25,-0.27,-0.54,-0.79,-0.49,-0.25,-0.45,-1,-0.92,-0.76,-1.09,-0.12,2.93,3.96,3.83,4,3.27,-1.6,-0.14,-1.29,4.14,4.7,0.03,-0.3,-0.81,-0.27,-0.92,-0.01,-0.94,-0.07,-0.81,-0.23,-0.22,0.37,-0.17,-0.22,-0.43,-0.56,-0.43,-0.64,-0.94,-0.67,-1.94
"1775771_at","YBR195C",-0.34,-1.03,-0.03,-0.4,-0.18,-0.38,-0.3,0.08,-0.25,0.08,-0.3,-0.06,-0.25,-0.17,-0.25,0.23,-0.29,0.41,-0.42,-0.67,-0.71,-0.62,-0.01,-0.18,-0.69,-0.29,-0.04,-0.09,-0.25,-0.23,-0.27,-0.45,0.56,0.54,0.16,0.01,-0.04,-0.03,0.1,-0.07,-0.1,-0.09,-0.15,-0.38,-0.42,-0.22,-0.25,-0.27,0.1,0.75,1.84,1.79,1.28,-1.18,0.31,-0.2,0.51,1.07,-0.49,-0.43,-0.18,0.07,-0.1,0.1,-0.49,-0.29,-0.58,-0.25,-0.29,0.29,-0.38,0.1,-0.3,-0.29,0.06,-0.34,-0.56,-0.03,-0.69
"1775593_at","YMR001C",-1.4,-1.6,-1.74,-2,-1.15,-0.36,0.6,0.42,0.81,0.29,-0.25,-0.62,-0.94,-0.62,-0.09,0.29,0.7,0.29,-1.51,-1.4,-1.84,-1.32,-1.22,-0.81,-0.54,0.36,0.37,0.73,0.25,0.66,0.45,-0.04,-0.45,-2.18,-1.69,0.5,0.15,1.05,-0.51,-1.74,-0.45,0.64,0.82,0.4,-0.29,-0.86,-0.71,-0.38,1.12,3.82,4.64,3.7,4.33,-2.74,0.84,0.01,0.54,1.46,-1.06,-1.06,-0.51,-1.15,-0.14,-1.15,-0.67,-0.67,-1,-0.71,-0.22,-0.2,-1.32,-0.36,0.04,-0.03,-0.27,-0.27,-0.32,-0.76,-1.56
